Family,Member,Original_Image_Name,Aligned_Image_Path,Detection_Score,Age,Detected_Gender,Name,True_Gender,Relationships
F0004,MID3,P00038_face4.jpg,data/processed/fiw/train/train-faces/F0004/MID3/P00038_face4.jpg,0.7702919,38,M,irina,f,"[5, 4, 0, 4, 4, 0, 0]"
F0004,MID3,P00042_face1.jpg,data/processed/fiw/train/train-faces/F0004/MID3/P00042_face1.jpg,0.8129815,26,F,irina,f,"[5, 4, 0, 4, 4, 0, 0]"
F0004,MID3,P00033_face2.jpg,data/processed/fiw/train/train-faces/F0004/MID3/P00033_face2.jpg,0.8195031,40,F,irina,f,"[5, 4, 0, 4, 4, 0, 0]"
F0004,MID3,P00041_face1.jpg,data/processed/fiw/train/train-faces/F0004/MID3/P00041_face1.jpg,0.8104599,40,F,irina,f,"[5, 4, 0, 4, 4, 0, 0]"
F0004,MID3,P00050_face0.jpg,data/processed/fiw/train/train-faces/F0004/MID3/P00050_face0.jpg,0.8021354,58,F,irina,f,"[5, 4, 0, 4, 4, 0, 0]"
F0004,MID3,P00035_face0.jpg,data/processed/fiw/train/train-faces/F0004/MID3/P00035_face0.jpg,0.8138776,31,F,irina,f,"[5, 4, 0, 4, 4, 0, 0]"
F0004,MID3,P00049_face2.jpg,data/processed/fiw/train/train-faces/F0004/MID3/P00049_face2.jpg,0.8106856,43,F,irina,f,"[5, 4, 0, 4, 4, 0, 0]"
F0004,MID1,P00030_face1.jpg,data/processed/fiw/train/train-faces/F0004/MID1/P00030_face1.jpg,0.8497117,61,M,roman,m,"[0, 4, 5, 4, 4, 4, 5]"
F0004,MID1,P00039_face1.jpg,data/processed/fiw/train/train-faces/F0004/MID1/P00039_face1.jpg,0.8368729,43,M,roman,m,"[0, 4, 5, 4, 4, 4, 5]"
F0004,MID1,P00050_face1.jpg,data/processed/fiw/train/train-faces/F0004/MID1/P00050_face1.jpg,0.79036427,33,M,roman,m,"[0, 4, 5, 4, 4, 4, 5]"
F0004,MID1,P00032_face0.jpg,data/processed/fiw/train/train-faces/F0004/MID1/P00032_face0.jpg,0.79509604,45,M,roman,m,"[0, 4, 5, 4, 4, 4, 5]"
F0004,MID1,P00033_face3.jpg,data/processed/fiw/train/train-faces/F0004/MID1/P00033_face3.jpg,0.7258323,35,M,roman,m,"[0, 4, 5, 4, 4, 4, 5]"
F0004,MID1,P00051_face1.jpg,data/processed/fiw/train/train-faces/F0004/MID1/P00051_face1.jpg,0.8490377,57,M,roman,m,"[0, 4, 5, 4, 4, 4, 5]"
F0004,MID1,P00046_face2.jpg,data/processed/fiw/train/train-faces/F0004/MID1/P00046_face2.jpg,0.7733455,35,M,roman,m,"[0, 4, 5, 4, 4, 4, 5]"
F0004,MID1,P00052_face0.jpg,data/processed/fiw/train/train-faces/F0004/MID1/P00052_face0.jpg,0.840056,37,M,roman,m,"[0, 4, 5, 4, 4, 4, 5]"
F0004,MID1,P00038_face0.jpg,data/processed/fiw/train/train-faces/F0004/MID1/P00038_face0.jpg,0.84712946,53,M,roman,m,"[0, 4, 5, 4, 4, 4, 5]"
F0004,MID1,P00029_face1.jpg,data/processed/fiw/train/train-faces/F0004/MID1/P00029_face1.jpg,0.79278165,39,M,roman,m,"[0, 4, 5, 4, 4, 4, 5]"
F0004,MID1,P00049_face0.jpg,data/processed/fiw/train/train-faces/F0004/MID1/P00049_face0.jpg,0.8382343,45,M,roman,m,"[0, 4, 5, 4, 4, 4, 5]"
F0004,MID1,P00040_face1.jpg,data/processed/fiw/train/train-faces/F0004/MID1/P00040_face1.jpg,0.8269753,48,M,roman,m,"[0, 4, 5, 4, 4, 4, 5]"
F0004,MID1,P00047_face0.jpg,data/processed/fiw/train/train-faces/F0004/MID1/P00047_face0.jpg,0.83756065,45,M,roman,m,"[0, 4, 5, 4, 4, 4, 5]"
F0004,MID1,P00045_face0.jpg,data/processed/fiw/train/train-faces/F0004/MID1/P00045_face0.jpg,0.7963505,47,M,roman,m,"[0, 4, 5, 4, 4, 4, 5]"
F0004,MID1,P00036_face1.jpg,data/processed/fiw/train/train-faces/F0004/MID1/P00036_face1.jpg,0.8352682,44,M,roman,m,"[0, 4, 5, 4, 4, 4, 5]"
F0004,MID1,P00035_face1.jpg,data/processed/fiw/train/train-faces/F0004/MID1/P00035_face1.jpg,0.8209291,36,M,roman,m,"[0, 4, 5, 4, 4, 4, 5]"
F0004,MID1,P00041_face5.jpg,data/processed/fiw/train/train-faces/F0004/MID1/P00041_face5.jpg,0.8279507,33,M,roman,m,"[0, 4, 5, 4, 4, 4, 5]"
F0004,MID1,P00034_face2.jpg,data/processed/fiw/train/train-faces/F0004/MID1/P00034_face2.jpg,0.8181443,46,M,roman,m,"[0, 4, 5, 4, 4, 4, 5]"
F0004,MID4,P00051_face0.jpg,data/processed/fiw/train/train-faces/F0004/MID4/P00051_face0.jpg,0.86347556,44,F,anna,f,"[1, 2, 1, 0, 2, 0, 0]"
F0004,MID4,P00049_face1.jpg,data/processed/fiw/train/train-faces/F0004/MID4/P00049_face1.jpg,0.82424754,28,F,anna,f,"[1, 2, 1, 0, 2, 0, 0]"
F0004,MID4,P00038_face1.jpg,data/processed/fiw/train/train-faces/F0004/MID4/P00038_face1.jpg,0.8301167,45,F,anna,f,"[1, 2, 1, 0, 2, 0, 0]"
F0004,MID4,P00041_face3.jpg,data/processed/fiw/train/train-faces/F0004/MID4/P00041_face3.jpg,0.8296934,30,F,anna,f,"[1, 2, 1, 0, 2, 0, 0]"
F0004,MID4,P00043_face0.jpg,data/processed/fiw/train/train-faces/F0004/MID4/P00043_face0.jpg,0.7769579,29,F,anna,f,"[1, 2, 1, 0, 2, 0, 0]"
F0004,MID6,P00036_face0.jpg,data/processed/fiw/train/train-faces/F0004/MID6/P00036_face0.jpg,0.7982496,2,F,aaron,m,"[1, 0, 0, 0, 0, 0, 1]"
F0004,MID6,P00052_face1.jpg,data/processed/fiw/train/train-faces/F0004/MID6/P00052_face1.jpg,0.7404568,25,F,aaron,m,"[1, 0, 0, 0, 0, 0, 1]"
F0004,MID6,P00048_face3.jpg,data/processed/fiw/train/train-faces/F0004/MID6/P00048_face3.jpg,0.6995223,25,F,aaron,m,"[1, 0, 0, 0, 0, 0, 1]"
F0005,MID3,P00059_face1.jpg,data/processed/fiw/train/train-faces/F0005/MID3/P00059_face1.jpg,0.82745874,53,M,jensen,m,"[5, 4, 0, 'jensen', 'm']"
F0005,MID3,P00062_face0.jpg,data/processed/fiw/train/train-faces/F0005/MID3/P00062_face0.jpg,0.8451355,37,F,jensen,m,"[5, 4, 0, 'jensen', 'm']"
F0005,MID3,P00054_face0.jpg,data/processed/fiw/train/train-faces/F0005/MID3/P00054_face0.jpg,0.86097205,26,F,jensen,m,"[5, 4, 0, 'jensen', 'm']"
F0005,MID3,P00053_face2.jpg,data/processed/fiw/train/train-faces/F0005/MID3/P00053_face2.jpg,0.8594105,29,F,jensen,m,"[5, 4, 0, 'jensen', 'm']"
F0005,MID3,P00061_face1.jpg,data/processed/fiw/train/train-faces/F0005/MID3/P00061_face1.jpg,0.81750685,25,M,jensen,m,"[5, 4, 0, 'jensen', 'm']"
F0005,MID3,P00057_face1.jpg,data/processed/fiw/train/train-faces/F0005/MID3/P00057_face1.jpg,0.8360164,32,M,jensen,m,"[5, 4, 0, 'jensen', 'm']"
F0005,MID2,P00058_face1.jpg,data/processed/fiw/train/train-faces/F0005/MID2/P00058_face1.jpg,0.84194475,2,M,jj,f,"[1, 0, 1, 'jj', 'f']"
F0005,MID2,P00053_face0.jpg,data/processed/fiw/train/train-faces/F0005/MID2/P00053_face0.jpg,0.7416697,8,M,jj,f,"[1, 0, 1, 'jj', 'f']"
F0005,MID2,P00061_face0.jpg,data/processed/fiw/train/train-faces/F0005/MID2/P00061_face0.jpg,0.75592566,8,M,jj,f,"[1, 0, 1, 'jj', 'f']"
F0005,MID2,P00060_face1.jpg,data/processed/fiw/train/train-faces/F0005/MID2/P00060_face1.jpg,0.7417289,24,F,jj,f,"[1, 0, 1, 'jj', 'f']"
F0005,MID2,P00059_face2.jpg,data/processed/fiw/train/train-faces/F0005/MID2/P00059_face2.jpg,0.7521583,20,F,jj,f,"[1, 0, 1, 'jj', 'f']"
F0005,MID2,P00056_face1.jpg,data/processed/fiw/train/train-faces/F0005/MID2/P00056_face1.jpg,0.72757196,18,F,jj,f,"[1, 0, 1, 'jj', 'f']"
F0005,MID2,P00058_face0.jpg,data/processed/fiw/train/train-faces/F0005/MID2/P00058_face0.jpg,0.74729764,2,M,jj,f,"[1, 0, 1, 'jj', 'f']"
F0005,MID2,P00055_face0.jpg,data/processed/fiw/train/train-faces/F0005/MID2/P00055_face0.jpg,0.7850899,32,F,jj,f,"[1, 0, 1, 'jj', 'f']"
F0005,MID1,P00057_face0.jpg,data/processed/fiw/train/train-faces/F0005/MID1/P00057_face0.jpg,0.857391,29,F,danneel,f,"[0, 4, 5, 'danneel', 'f']"
F0005,MID1,P00053_face1.jpg,data/processed/fiw/train/train-faces/F0005/MID1/P00053_face1.jpg,0.840217,29,F,danneel,f,"[0, 4, 5, 'danneel', 'f']"
F0005,MID1,P00061_face2.jpg,data/processed/fiw/train/train-faces/F0005/MID1/P00061_face2.jpg,0.8440519,27,F,danneel,f,"[0, 4, 5, 'danneel', 'f']"
F0005,MID1,P00058_face4.jpg,data/processed/fiw/train/train-faces/F0005/MID1/P00058_face4.jpg,0.821134,34,F,danneel,f,"[0, 4, 5, 'danneel', 'f']"
F0005,MID1,P00056_face0.jpg,data/processed/fiw/train/train-faces/F0005/MID1/P00056_face0.jpg,0.8230831,34,F,danneel,f,"[0, 4, 5, 'danneel', 'f']"
F0005,MID1,P00059_face0.jpg,data/processed/fiw/train/train-faces/F0005/MID1/P00059_face0.jpg,0.8586369,28,F,danneel,f,"[0, 4, 5, 'danneel', 'f']"
F0005,MID1,P00062_face1.jpg,data/processed/fiw/train/train-faces/F0005/MID1/P00062_face1.jpg,0.8488285,31,F,danneel,f,"[0, 4, 5, 'danneel', 'f']"
F0005,MID1,P00058_face3.jpg,data/processed/fiw/train/train-faces/F0005/MID1/P00058_face3.jpg,0.84834665,32,F,danneel,f,"[0, 4, 5, 'danneel', 'f']"
F0005,MID1,P00058_face2.jpg,data/processed/fiw/train/train-faces/F0005/MID1/P00058_face2.jpg,0.8493642,31,F,danneel,f,"[0, 4, 5, 'danneel', 'f']"
F0005,MID1,P00055_face1.jpg,data/processed/fiw/train/train-faces/F0005/MID1/P00055_face1.jpg,0.81691766,28,F,danneel,f,"[0, 4, 5, 'danneel', 'f']"
F0009,MID4,P11735_face5.jpg,data/processed/fiw/train/train-faces/F0009/MID4/P11735_face5.jpg,0.83187735,36,M,gordie,m,"[2, 2, 2, 0, 1, 2, 1]"
F0009,MID4,P11738_face2.jpg,data/processed/fiw/train/train-faces/F0009/MID4/P11738_face2.jpg,0.8317241,52,M,gordie,m,"[2, 2, 2, 0, 1, 2, 1]"
F0009,MID4,P00089_face5.jpg,data/processed/fiw/train/train-faces/F0009/MID4/P00089_face5.jpg,0.8502301,42,M,gordie,m,"[2, 2, 2, 0, 1, 2, 1]"
F0009,MID4,P11743_face2.jpg,data/processed/fiw/train/train-faces/F0009/MID4/P11743_face2.jpg,0.7260186,52,M,gordie,m,"[2, 2, 2, 0, 1, 2, 1]"
