kin_similarities,nonkin_similarities
0.5340327,0.32285216
0.6188299,0.62980664
0.887408,0.4432444
0.737131,-0.018112797
0.67391086,-0.06441418
0.6674113,0.035393305
0.4855343,0.40179956
0.887408,0.24087381
0.6188299,0.9144717
0.5664441,0.153434
0.5743651,0.72493434
0.65065646,0.827343
0.6674113,0.5884979
0.53590965,0.6791182
0.8906537,0.50700223
0.68589306,0.5554018
0.97882503,-0.3859856
0.97169346,0.6601722
0.9699411,0.42562187
0.8906537,0.40696985
0.97295773,0.05401806
0.98732424,0.91638374
0.97637504,0.6898447
0.87106794,0.65750724
0.9973969,0.8992579
0.924839,0.02038503
0.9771983,0.85037386
0.8227133,0.08711009
0.8841075,0.93800807
0.97882503,0.22525442
0.87045336,0.46520334
0.8714731,0.30920315
0.88181573,0.06567815
0.8187988,0.626204
0.7638718,0.2916357
0.8767404,0.5554669
0.77274877,0.5220344
0.9973969,0.8886832
0.9513446,0.60055333
0.920908,0.70283866
0.8856164,0.27009308
0.7279682,0.70523673
0.89831424,0.8204967
0.9311819,0.49182504
0.9395088,0.7949888
0.8354313,0.6895937
0.920908,0.76475817
0.92788243,0.77816164
0.8703985,0.8698593
0.9020953,0.5507426
0.8227133,0.7767803
0.68589306,0.5565476
0.9663185,0.4597844
0.88939136,-0.13750456
0.88939136,0.45340866
0.96740985,0.5638133
0.9539275,0.16178267
0.8856164,0.5415478
0.88181573,0.61964697
0.9462723,0.15348634
0.99842465,0.37903154
0.89361155,0.5709636
0.8856164,0.7376636
0.8602377,0.75466543
0.96786803,0.6640573
0.8767404,0.6232977
0.97882503,0.5811156
0.949519,0.2731661
0.9020953,0.5930657
0.98732424,0.07036119
0.96198094,0.48548442
0.9961891,0.48640782
0.8841075,0.29371017
0.9973969,0.08881143
0.9539275,-0.09714669
0.949519,0.7796944
0.97356,-0.1179931
0.9020953,0.83989567
0.97169346,-0.39784026
0.75329804,0.799805
0.9182242,0.62802494
0.88939136,0.13743344
0.9020953,0.7070441
0.8714731,0.46695775
0.98732424,0.634133
0.8227133,0.40967262
0.9622818,0.37034768
0.9020953,0.58707607
0.8081839,0.7817633
0.9311819,0.06909508
0.95977914,0.777681
0.96285915,0.15441373
0.8767404,0.18627162
0.99842465,0.6979691
0.9468025,0.21210653
0.8841075,0.78743047
0.88028574,0.3545534
0.97773373,0.94331354
0.9771983,0.38786334
0.920908,0.808588
0.97637504,0.005490851
0.97356,0.20166525
0.7004392,0.7948544
0.99842465,0.9081502
0.88181573,0.5508338
0.8714731,0.4589077
0.83919024,0.5488666
0.9973969,0.024463423
0.9274854,0.36951602
0.97882503,0.2056334
0.98020506,0.6998778
0.87045336,0.7089275
0.9274854,0.48466387
0.89351416,0.035706487
0.924839,0.6060026
0.7777811,0.7916118
0.9263594,0.5532774
0.8906537,0.56495166
0.9513446,0.024174996
0.69570494,0.752003
0.9924689,0.67258716
0.9462723,0.24440932
0.8686498,0.37300867
0.7487879,0.46481258
0.85538286,0.7940384
0.98253393,0.5609167
0.8738469,0.33705437
0.9591918,-0.08260789
0.75215864,0.7490868
0.8035464,0.8867277
0.97106564,0.72926766
0.9502013,0.735618
0.92578673,0.656646
0.8686498,0.70380616
0.97093743,-0.1185728
0.9336289,0.634246
0.9813398,0.7365414
0.8961273,0.80721545
0.955351,0.9665893
0.7599771,0.8760934
0.9502013,0.88379824
0.9591918,0.8118895
0.94250697,0.75558686
0.72968984,0.4916888
0.8592873,0.5651886
0.9336289,0.9315215
0.94919,0.8047642
0.95434564,0.21476966
0.97106564,0.40721154
0.9562011,0.77229726
0.9813398,0.6175647
0.955351,-0.019677226
0.9185803,-0.35156775
0.691923,0.6138105
0.8993746,0.48147434
0.7487879,0.30245942
0.92578673,0.6620607
0.86957014,0.26115528
0.97482175,0.00921927
0.793345,0.8034481
0.955351,0.9445147
0.69486696,0.25053713
0.97260934,0.084600344
0.89728117,0.008919636
0.9511648,0.31104597
0.97482175,0.81885123
0.68585634,0.35738862
0.92578673,0.8008504
0.89425445,0.17314562
0.8686498,0.10752565
0.7599771,0.44455743
0.9700772,0.0119416155
0.9502013,-0.041620597
0.99144864,0.7893637
0.7534104,0.57485294
0.94919,0.1300675
0.691923,0.5682925
0.91807663,-0.15160453
0.83463866,0.305932
0.98253393,0.8658304
0.793345,0.8205273
0.9813894,0.8195691
0.86957014,0.6656951
0.7321274,0.66305417
0.97106564,0.8420024
0.68885964,0.5220649
0.9764832,0.5009679
0.97106564,0.5998668
0.9691539,0.34414926
0.7321274,0.70563793
0.8744664,0.3995154
0.95434564,0.77894634
0.9511648,0.53432626
0.99797904,0.60144556
0.87400806,-0.02876305
0.87400806,0.6656128
0.8592873,0.32815364
0.99144864,-0.44839483
0.9511648,0.11960602
0.97106564,0.69547355
0.8592873,0.83539104
0.9303585,0.92578024
0.82703865,0.22259694
0.91807663,0.5701891
0.8961273,0.8761628
0.9336289,0.16857418
0.97106564,0.58560824
0.9562011,0.4610924
0.9813894,0.4136086
0.7534104,0.93344957
0.89425445,0.47828275
0.9196786,0.78604144
0.94912875,0.80410314
0.80979013,0.49187827
0.9159704,0.19550776
0.89181536,0.8341726
0.8497652,0.4891115
0.8789015,0.5978185
0.9738435,0.19988403
0.90138733,0.31783855
0.97763455,0.5020718
0.9580585,0.4884179
0.9761168,0.21835771
0.75097823,0.6286113
0.8497652,0.70494366
0.74018717,0.6300931
0.90138733,0.36984932
0.92389774,0.3965309
0.93853086,0.6817907
0.97763455,0.52913207
0.70867413,0.34961718
0.92423546,0.89907014
0.9580585,0.448223
0.8969837,0.37603414
0.9954835,0.9193299
0.75309634,0.54908
0.75097823,0.6707349
0.97791857,0.2173607
0.97763455,0.7721023
0.85802805,0.7116376
0.95240384,0.7187393
0.990088,0.33587232
0.990088,0.31765476
0.75309634,0.7673613
0.93853086,0.35566846
0.80979013,0.51214373
0.99868965,-0.38353765
0.93547153,0.74137604
0.91981053,0.9437041
0.95783573,0.8029345
0.8745546,0.051971264
0.7139543,0.3286691
0.9730947,0.594927
0.8780925,0.633614
0.74018717,0.6865784
0.91333455,0.84322643
0.93853086,0.8084228
0.97763455,0.2956516
0.94912875,0.5540894
0.8497652,0.9551155
0.87201583,0.76559067
0.9580585,0.8595747
0.92019475,0.5176387
0.9746903,0.76471823
0.97763455,-0.18431914
0.92991227,0.9217322
0.9861018,-0.27298963
0.9730947,0.8988137
0.9818225,0.10530057
0.89181536,0.5015783
0.69155526,0.81314635
0.99868965,0.14506806
0.95701253,0.7388952
0.8969837,0.2767979
0.8980708,0.10255398
0.9515202,0.86982316
0.97533,0.33357114
0.69155526,0.5638771
0.6997485,0.37847126
0.85802805,0.67917025
0.89181536,0.74479795
0.9818225,0.34485835
0.91981053,0.7174438
0.95783573,0.2932952
0.8980708,0.47608632
0.91333455,0.8593588
0.6997485,0.6652275
0.97763455,-0.2105814
0.83091617,0.5110115
0.8789015,0.79517883
0.89181536,0.5324672
0.9978101,-0.23616469
0.9989253,0.80584425
0.8980708,0.46536797
0.868781,0.6645917
0.9026925,-0.09200987
0.70867413,0.6552018
0.76369786,0.30455917
0.979957,0.5873416
0.98855835,0.50480676
0.9819565,0.24080126
0.98855835,0.36034214
0.80979013,0.4052706
0.87201583,0.83480716
0.9849993,-0.05916267
0.6997485,0.12084698
0.9515202,0.66426575
0.94912875,0.18787092
0.92423546,0.43251288
0.9426224,0.66194177
0.9828469,0.50824195
0.9426224,0.6021024
0.71804,0.06413857
0.9978101,0.7164199
0.92019475,0.20956334
0.9684973,0.55889904
0.74018717,0.491818
0.9978101,0.14411865
0.92991227,0.68371475
0.9159704,-0.018923795
0.7788518,0.55182797
0.74820554,0.33203632
0.97533,0.7853729
0.9738435,0.8791356
0.9026925,0.19890109
0.7291204,0.79854226
0.9451215,0.76262206
0.9861018,0.86407423
0.868781,0.4768555
0.9828469,0.2977593
0.9426224,0.64655155
0.9147856,0.5156219
0.93547153,0.5460601
0.7139543,0.47864604
0.9761168,0.69229007
0.92389774,0.46164596
0.93547153,0.57469475
0.9377998,-0.12687731
0.9080325,0.7269619
0.71544576,0.90580547
0.9345639,0.90766895
0.78627837,0.6872482
0.71885425,0.37046695
0.81679165,0.49876383
0.9632767,0.70652986
0.9542336,0.06590296
0.90950465,0.6114904
0.9632767,0.33376133
0.88090307,0.9111693
0.99464476,-0.015147598
0.9080325,0.30999368
0.90950465,0.58482116
0.9455763,0.5558684
0.86527854,0.70741296
0.9652771,-0.23541915
0.9080325,0.67213273
0.92499816,0.32128674
0.9632767,-0.08717097
0.8797363,0.82560706
0.90950465,0.33266798
0.90410244,0.8399188
0.9080325,0.3029548
0.88090307,0.803987
0.86527854,0.46695212
0.902776,0.28067988
0.68183184,0.69315326
0.90950465,0.10046929
0.860785,0.7941612
0.81679165,0.19768485
0.9080325,0.71124446
0.90410244,0.3764304
0.71544576,0.79011315
0.902776,0.8098673
0.6994244,0.839965
0.97934824,0.28686833
0.8291267,0.8014033
0.9652771,0.3151773
0.6994244,0.3167158
0.86527854,0.6899359
0.78627837,0.55013394
0.86317587,0.47744742
0.99464476,0.6672149
0.8797363,0.13293777
0.97188586,0.3450722
0.97037125,0.92870677
0.88090307,0.8036773
0.9542336,0.86187667
0.90410244,0.44823465
0.97009027,0.00701702
0.90410244,0.16668904
0.9632767,0.047278516
0.81679165,0.30610448
0.9876893,-0.28826606
0.9967191,0.5637077
0.996168,0.6026481
0.9967191,0.92255086
0.98660815,0.15281187
0.9876893,0.0133862905
0.99345636,0.4376477
0.98064643,0.06497097
0.99497366,0.48634425
0.9876893,0.34496647
0.9970558,0.86278224
0.97972226,0.33776256
0.9719831,0.41468132
0.9996576,0.8382835
0.9996576,0.29476184
0.990158,0.9301373
0.99566746,0.28873694
0.98064643,0.47021115
0.9904382,-0.28192955
0.99497366,0.023306936
0.9893075,0.885093
0.9967191,0.7109707
0.9757134,0.48699683
0.9996576,0.6853528
0.996168,0.18475741
0.9957075,0.66847456
0.9719831,0.27228805
0.9950078,0.012929026
0.9893075,0.8729144
0.9970558,0.52474654
0.9893075,-0.079880334
0.9950078,-0.2985384
0.97972226,0.20453534
0.9949331,0.19705212
0.99076104,0.82875115
0.9949331,0.43241885
0.9967191,0.5991417
0.9876893,-0.07253574
0.9970558,0.72409844
0.97972226,0.36849526
0.9957075,0.72803354
0.9970558,0.6120008
0.997977,0.33844686
0.9908079,0.038635083
0.9964443,-0.015021127
0.9875338,0.28500733
0.9876172,0.8696542
0.99306744,0.90243816
0.9876172,0.544087
0.99234474,0.73903984
0.980523,0.48683074
0.99550396,-0.2756691
0.9964443,0.9159117
0.9964443,0.85771996
0.99550396,0.8595824
0.9908079,0.87280405
0.997977,0.3839488
0.9813472,0.55339897
0.9875338,0.5791955
0.9983666,0.4193437
0.9796265,0.057579182
0.992905,0.7564049
0.9908079,0.2555228
0.99306744,0.10261681
0.9876172,0.643018
0.9983666,0.8130137
0.96086943,0.15619004
0.980523,0.23185733
0.9796265,-0.007817166
0.9780896,0.4401224
0.99838305,0.9883193
0.99838305,0.7716465
0.99550396,0.90645397
0.997977,0.6495236
0.99705064,0.29085687
0.96086943,0.7085441
0.9964443,-0.08261848
0.9719831,-0.025126271
0.99566746,-0.15818225
0.9904382,0.88198113
0.99076104,-0.116354756
0.9864634,0.8649021
0.9938254,0.77458525
0.996168,0.30278102
0.97972226,0.92771447
0.9957075,0.13937455
0.9757134,0.704691
0.9955376,0.77449834
0.98064643,0.51506984
0.99566746,0.5037752
0.9970558,0.8410552
0.99345636,0.6848543
0.9893075,-0.220141
0.99832404,-0.12763663
0.9970558,0.5034198
0.9955376,0.6943521
0.98064643,0.7157806
0.99076104,0.70867413
0.99076104,0.35165656
0.98660815,0.4226746
0.9876893,0.2878356
0.9938254,0.19530603
0.990158,0.41219193
0.9996576,0.2216128
0.9996576,0.54125965
0.996168,0.37970805
0.9940453,0.015648903
0.9893075,0.6475961
0.9970558,0.8784836
0.99345636,0.49264312
0.98064643,0.61798346
0.99345636,-0.18027309
0.9940453,0.176835
0.99497366,0.7139167
0.97972226,-0.41896862
0.97972226,0.5389458
0.99832404,0.076500416
0.9864634,0.117494084
0.9970558,0.8572324
0.9984767,-0.116934344
0.9987305,0.61908746
0.9876172,-0.05990411
0.9876172,0.5349387
0.9987305,0.6660398
0.9908079,-0.27607313
0.9908079,0.871018
0.992905,0.10391125
0.9964443,-0.049883716
0.9876172,0.9702549
0.9908079,0.77052605
0.96086943,0.63727665
0.99306744,-0.16866967
0.9796265,0.95890343
0.997977,0.6712636
0.99550396,0.40163133
0.99838305,0.51281476
0.96086943,0.84134066
0.99524426,0.25691915
0.9908079,0.56123817
0.980523,0.1842928
0.99838305,-0.015115421
0.99524426,0.45115906
0.99306744,0.83506054
0.9964443,-0.19329838
0.99234474,0.059749305
0.96086943,0.09286398
0.9796265,0.84721416
0.9984767,0.70845246
0.9987305,0.31751424
0.9908079,0.5964052
0.99306744,0.057688538
0.980523,0.8974016
0.9984767,0.052930616
0.9875338,0.46591797
0.997977,0.7647246
0.9875338,0.11249358
0.9987305,0.012282129
0.9876172,0.5992918
0.9813472,-0.4081091
0.992905,0.36849064
0.9780896,-0.29180998
0.99705064,0.20398647
0.9876172,0.62714136
0.9813472,0.83666384
0.9780896,0.6753107
0.9964443,0.6506698
0.9780896,-0.2998005
0.9984767,0.3416794
0.9796265,0.18031774
0.9875338,0.8858199
0.99550396,-0.22444086
0.96086943,0.09840822
0.99234474,0.007782012
0.9964443,0.92020905
0.99234474,0.17619467
0.99838305,-0.13641846
0.99838305,0.7513161
0.9876172,0.9510431
0.9987305,0.41598076
0.96086943,0.3468415
0.9908079,0.34570575
0.99550396,0.03250517
0.992905,0.34451553
0.99524426,-0.3446428
0.9875338,0.1308966
0.9987305,0.2746349
0.99524426,0.6056007
0.9983666,0.8835634
0.9796265,-0.45777434
0.9893075,0.73674554
0.9864634,0.14736275
0.99566746,-0.32561308
0.9893075,0.89657176
0.99832404,0.36743093
0.9949331,0.2712728
0.9949331,0.67605454
0.9864634,0.051186673
0.9876893,0.81651545
0.9938254,0.2840824
0.9938254,0.374166
0.9893075,-0.15884268
0.9970558,0.7179798
0.99345636,-0.26161927
0.9970558,0.9677085
0.99832404,0.25138974
0.9967191,0.014055781
0.9950078,0.597405
0.9996576,-0.030631477
0.9719831,0.5984467
0.9950078,-0.12462432
0.9967191,0.7747803
0.9719831,0.3140551
0.9967191,0.26733476
0.98660815,0.5294453
0.9876893,-0.3156816
0.9957075,0.106291555
0.9893075,0.0900431
0.98064643,0.31628615
0.9996576,0.823607
0.99566746,-0.14324033
0.9957075,0.3763352
0.99345636,0.865862
0.99076104,0.6972455
0.9904382,0.54301965
0.9950078,0.41288778
0.99566746,0.7811403
0.9940453,0.46636373
0.9955376,0.46418732
0.9957075,0.8658218
0.9940453,0.6118125
0.9996576,0.5561439
0.7911886,0.19151406
0.98106,0.35108504
0.9048247,0.6347449
0.97049606,0.7896414
0.9580274,-0.022261325
0.7843844,0.30169344
0.82728857,0.14901456
0.9048247,0.5517534
0.78875744,0.48618376
0.8753586,-0.037954707
0.8496174,0.87074673
0.82244396,0.4401217
0.87450814,0.65287757
0.882584,0.36255234
0.8753586,0.9026138
0.9580274,0.5060483
0.8347768,0.83475673
0.98106,0.67107916
0.82244396,0.65776575
0.98106,0.31437984
0.7911886,0.7322649
0.8347768,0.84819275
0.95850194,0.82141566
0.82135606,0.021326901
0.87450814,0.66598415
0.87450814,0.36817333
0.97049606,0.4028126
0.82135606,0.8244374
0.87450814,0.07179314
0.92684925,0.2917598
0.87180656,0.6511557
0.9678289,0.92143965
0.882584,0.9007404
0.98106,0.71912766
0.82728857,-0.023913259
0.8596915,0.3063811
0.95850194,0.5720094
0.8596915,0.4775734
0.8753586,0.42336804
0.8650601,0.45450118
0.80236393,0.7401143
0.96891093,0.69065094
0.8582131,0.14530268
0.96944433,-0.23859653
0.80236393,0.6178955
0.78974074,0.6708028
0.793823,0.494676
0.8936348,0.5879599
0.89183795,0.6850225
0.842608,0.8514066
0.793823,0.5317271
0.83351123,0.6679609
0.842608,0.77860785
0.842608,0.11668973
0.96944433,0.16890034
0.8284587,0.9786255
0.83351123,0.70477533
0.85649836,0.9419413
0.80236393,0.5837576
0.8582131,0.5942397
0.793823,0.4383523
0.78569525,0.15852669
0.83351123,0.59831053
0.85221183,0.84672534
0.793823,0.7988961
0.96891093,0.40519392
0.8936348,0.31178385
0.96891093,0.21590108
0.81191707,0.7462388
0.8582131,0.7881421
0.9350834,0.5155313
0.8582131,0.92281485
0.84468204,0.82191575
0.96944433,0.5242516
0.9350834,-0.07494439
0.793823,0.35951144
0.85221183,0.5910604
0.9350834,-0.04408437
0.9739593,0.767349
0.8284587,0.2894456
0.8284587,0.7774737
0.84468204,0.8551558
0.793823,0.21334974
0.85649836,0.6726253
0.9409212,0.22085369
0.9728496,0.6071925
0.793823,0.1917252
0.8454601,0.79499704
0.87351346,0.87449545
0.8517547,0.3143208
0.7969838,0.8080525
0.85893875,0.119330905
0.905561,-0.026607394
0.86596954,0.7013909
0.9798638,-0.42703754
0.9862026,0.98020875
0.96493554,0.8141288
0.96241105,0.020416237
0.83889747,0.6905389
0.883941,0.6988886
0.83868444,0.65575635
0.96241105,-0.10851739
0.7964113,0.50606406
0.96241105,0.048245627
0.85893875,0.72721004
0.95153725,0.80035985
0.7964113,0.90988624
0.8195313,0.7578887
0.8517547,0.4468049
0.8733424,0.0028779209
0.7841175,0.507005
0.9862026,0.9670065
0.9798638,0.7534089
0.86672485,0.64567375
0.9183952,0.41440758
0.9862026,0.29881638
0.96241105,0.48311862
0.83868444,0.46550333
0.8381837,0.84642607
0.9183952,0.27349973
0.96241105,-0.27594975
0.95153725,0.54278886
0.86019313,0.65597093
0.7969838,0.33312398
0.8733424,0.18869774
0.83889747,0.21382964
0.86672485,0.10778632
0.947091,0.59630615
0.883941,0.6277355
0.96493554,0.5505965
0.8733424,0.651611
0.87351346,0.83134866
0.8733424,0.57158303
0.86019313,0.11505212
0.8381837,0.8606594
0.96241105,0.027910374
0.8195313,0.38275552
0.87351346,0.6650617
0.96998084,0.5469246
0.947091,0.47788563
0.87351346,0.5792798
0.8517547,0.6680976
0.8195313,0.37331104
0.883941,0.65323424
0.9884047,0.2739466
0.9974187,-0.21497853
0.9935211,0.9596548
0.9929037,0.009149168
0.9929037,0.84801394
0.99477625,-0.25888157
0.97920334,0.4372267
0.9915241,0.99613285
0.99824363,0.6110587
0.9884047,0.108464845
0.99477625,-0.20694476
0.99885124,0.34313387
0.99885124,-0.115779504
0.9974187,0.56090164
0.97685397,0.001101397
0.99885124,0.46882033
0.99824363,0.7213243
0.9974187,0.31318498
0.97920334,0.1530284
0.99824363,0.19735275
0.9929037,0.6144178
0.99205035,0.73098624
0.99378824,0.80671
0.99487996,-0.093134806
0.97685397,0.07945612
0.99738836,0.5746559
0.99487996,0.81229764
0.9935211,0.2700717
0.9949299,0.3839442
0.9871868,0.9835589
0.9871868,0.7375491
0.99824363,0.59601194
0.99446756,0.50968826
0.97685397,0.6046275
0.9884047,0.59626114
0.97685397,0.6397906
0.99824363,0.15111507
0.99205035,0.57867897
0.99772835,0.067902654
0.99738836,0.18472421
0.99824363,0.30474222
0.98530793,0.1516418
0.99824363,0.48247218
0.99885124,0.43966705
0.99885124,0.92981994
0.99378824,0.377716
0.99477625,0.48499784
0.99446756,-0.22624268
0.99738836,0.80677783
0.99738836,0.64145464
0.9949299,-0.06725925
0.99205035,0.7366428
0.99772835,0.5104877
0.99772835,0.8934153
0.99487996,0.23073027
0.9974187,0.056140896
0.9974187,0.5235983
0.99477625,0.073900886
0.99446756,-0.3246606
0.9935211,0.80552715
0.7816162,0.62044656
0.7350235,0.67580444
0.7614688,0.7361069
0.7614688,0.09404111
0.7350235,0.726895
0.7614688,0.3088834
0.7614688,0.4482781
0.7350235,0.3312816
0.7614688,0.61482686
0.83696175,0.9285425
0.78036153,0.111229196
0.9561627,0.81017053
0.84695315,0.6711004
0.6126046,0.08969456
0.8408952,0.2576656
0.9108208,0.990337
0.7905053,0.3377499
0.85913557,0.7722902
0.7905053,0.59854966
0.9430752,0.6140188
0.84695315,0.18090409
0.9108208,0.5164397
0.8943463,0.78627264
0.7659172,0.37396258
0.8408952,0.8788745
0.8408952,0.55369675
0.6962929,0.9657082
0.6967391,0.88326275
0.9430752,0.50330824
0.9561627,0.8692097
0.8943463,0.3333311
0.6967391,0.7858408
0.84695315,0.31127006
0.85913557,0.7897837
0.6132434,0.3956471
0.85913557,0.58001757
0.6967391,0.41016173
0.9561627,0.8094357
0.6126046,-0.026172835
0.6967391,0.77620006
0.9108208,0.29303008
0.9561627,0.4379285
0.84695315,0.48248965
0.9561627,0.4234849
0.6126046,0.9436121
0.84695315,0.4943151
0.6132434,0.30107647
0.9561627,0.59349483
0.78036153,0.69064355
0.6126046,0.7918732
0.7989162,0.7925063
0.85913557,0.6167903
0.8408952,0.28307697
0.7989162,0.46424425
0.7659172,0.82256866
0.85913557,0.70419526
0.84695315,-0.2560484
0.7659172,0.7234347
0.8943463,0.4143313
0.8408952,-0.2949192
0.7659172,0.9354332
0.9430752,0.67164296
0.9561627,0.90401655
0.85913557,0.50899637
0.9430752,0.36607933
0.9430752,0.7310885
0.7989162,0.87907934
0.7659172,0.9618226
0.7659172,0.94986
0.78036153,0.6985334
0.9430752,0.6530639
0.6132434,0.4087723
0.7989162,0.6550596
0.83696175,0.81297535
0.84695315,0.73064077
0.9561627,-0.055252105
0.6126046,0.40073556
0.85913557,-0.17363611
0.83696175,0.26191524
0.7905053,0.815213
0.9108208,0.92244303
0.83696175,0.50351185
0.6962929,0.7686269
0.84695315,0.7342031
0.7659172,0.42223084
0.9430752,0.84281695
0.8943463,0.77207077
0.83696175,-0.07354806
0.7659172,0.76577556
0.921777,0.36392373
0.85822797,0.07414455
0.85822797,0.8163164
0.921777,0.43984658
0.81686974,0.25544336
0.85822797,-0.264051
0.90839,0.6112766
0.7592684,0.77626264
0.8386656,0.11204922
0.7592684,0.4533577
0.7592684,0.78974694
0.7478226,0.96385443
0.7592684,0.6173091
0.921777,0.76027954
0.921777,0.6305683
0.90839,0.5565816
0.8386656,0.5682583
0.8386656,0.91252553
0.90839,0.46900466
0.8386656,0.941928
0.7478226,0.67389107
0.81686974,0.7352929
0.81686974,0.4221516
0.90839,0.62629884
0.83646935,0.12323305
0.7592684,0.10742021
0.8386656,0.3040771
0.81686974,-0.0067485385
0.81686974,0.11625436
0.85822797,0.8140172
0.81686974,0.26291534
0.83646935,0.8891176
0.7592684,0.7650283
0.7478226,0.779238
0.90839,0.65244955
0.85822797,0.45615518
0.81686974,0.014778454
0.7592684,-0.29522762
0.83646935,0.520803
0.921777,0.8099979
0.85822797,0.7723481
0.921777,-0.28250247
0.83646935,0.12593764
0.81686974,0.63248444
0.85822797,0.44584745
0.83646935,0.7005926
0.921777,0.3544833
0.7478226,0.6891258
0.9941187,-0.15291324
0.998914,-0.49678677
0.9783165,0.5631655
0.9940777,-0.36006203
0.9971528,-0.20797224
0.9918317,-0.19035026
0.99700975,-0.2661496
0.94951046,-0.5284612
0.9976419,0.3170386
0.9210491,-0.40264052
0.9907396,-0.15834832
0.99440414,-0.18838416
